2026/08/14 00:36:11 web-api listening on :8691
[GIN] 2026/08/14 - 00:36:11 | 200 |       85.25µs |       127.0.0.1 | GET      "/healthz"
[0m[33m[15011.354ms] [34;1m[rows:0][0m SELECT * FROM `zt_identity_user` WHERE id = 1 ORDER BY `zt_identity_user`.`id` LIMIT 1
[GIN] 2026/08/14 - 21:06:18 | 200 | 15.011546417s |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[mysql] 2026/08/14 22:43:07 packets.go:37: unexpected EOF
[mysql] 2026/08/14 22:43:07 packets.go:37: unexpected EOF
[mysql] 2026/08/14 22:43:12 packets.go:37: unexpected EOF
[mysql] 2026/08/14 22:43:12 packets.go:37: unexpected EOF

2026/08/14 22:43:17 [31;1m/Users/fly/Documents/develop/project/company/universe/server/service/identity/internal/repository/repository.go:37 [35;1mcontext canceled
[0m[33m[15000.128ms] [34;1m[rows:0][0m SELECT * FROM `zt_identity_user` WHERE id = 1 ORDER BY `zt_identity_user`.`id` LIMIT 1
[GIN] 2026/08/14 - 22:43:17 | 200 |  15.00051425s |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[mysql] 2026/08/14 22:43:17 packets.go:37: unexpected EOF

2026/08/14 22:43:17 [31;1m/Users/fly/Documents/develop/project/company/universe/server/service/identity/internal/repository/repository.go:37 [35;1mdriver: bad connection
[0m[33m[15010.530ms] [34;1m[rows:0][0m SELECT * FROM `zt_identity_user` WHERE id = 1 ORDER BY `zt_identity_user`.`id` LIMIT 1
[GIN] 2026/08/14 - 22:43:17 | 200 |  15.01065825s |       127.0.0.1 | GET      "/api/auth/members"
2026/08/14 22:52:42 web-api listening on :8691
[GIN] 2026/08/14 - 22:52:42 | 200 |      26.333µs |       127.0.0.1 | GET      "/healthz"

2026/08/14 22:53:05 [31;1m/Users/fly/Documents/develop/project/company/universe/server/service/identity/internal/repository/repository.go:37 [35;1mrecord not found
[0m[33m[114.617ms] [34;1m[rows:0][0m SELECT * FROM `zt_identity_user` WHERE id = 1 ORDER BY `zt_identity_user`.`id` LIMIT 1
[GIN] 2026/08/14 - 22:53:05 | 200 |  115.008458ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=whatsapp"

2026/08/14 22:53:05 [31;1m/Users/fly/Documents/develop/project/company/universe/server/service/identity/internal/repository/repository.go:37 [35;1mrecord not found
[0m[33m[184.483ms] [34;1m[rows:0][0m SELECT * FROM `zt_identity_user` WHERE id = 1 ORDER BY `zt_identity_user`.`id` LIMIT 1
[GIN] 2026/08/14 - 22:53:05 | 200 |  184.602917ms |       127.0.0.1 | GET      "/api/bizline/lines"
[GIN] 2026/08/14 - 22:53:07 | 200 |      32.167µs |       127.0.0.1 | GET      "/api/bizline/lines"

2026/08/14 22:53:09 [31;1m/Users/fly/Documents/develop/project/company/universe/server/service/identity/internal/repository/repository.go:29 [35;1mrecord not found
[0m[33m[107.507ms] [34;1m[rows:0][0m SELECT * FROM `zt_identity_user` WHERE username = 'admin' ORDER BY `zt_identity_user`.`id` LIMIT 1
[GIN] 2026/08/14 - 22:53:09 | 200 |  107.909666ms |       127.0.0.1 | POST     "/api/auth/login"

2026/08/14 22:53:13 [31;1m/Users/fly/Documents/develop/project/company/universe/server/service/identity/internal/repository/repository.go:29 [35;1mrecord not found
[0m[33m[39.368ms] [34;1m[rows:0][0m SELECT * FROM `zt_identity_user` WHERE username = 'admin' ORDER BY `zt_identity_user`.`id` LIMIT 1
[GIN] 2026/08/14 - 22:53:13 | 200 |   39.587042ms |       127.0.0.1 | POST     "/api/auth/login"

2026/08/14 22:53:17 [31;1m/Users/fly/Documents/develop/project/company/universe/server/service/identity/internal/repository/repository.go:29 [35;1mrecord not found
[0m[33m[55.276ms] [34;1m[rows:0][0m SELECT * FROM `zt_identity_user` WHERE username = 'admin' ORDER BY `zt_identity_user`.`id` LIMIT 1
[GIN] 2026/08/14 - 22:53:17 | 200 |   55.501416ms |       127.0.0.1 | POST     "/api/auth/login"
[GIN] 2026/08/14 - 22:53:49 | 200 |   252.30375ms |       127.0.0.1 | POST     "/api/auth/login"
[GIN] 2026/08/14 - 22:53:49 | 200 |  111.601375ms |       127.0.0.1 | GET      "/api/bizline/lines"
[GIN] 2026/08/14 - 22:53:53 | 200 |  116.048584ms |       127.0.0.1 | GET      "/api/bizline/lines"
[GIN] 2026/08/14 - 22:53:53 | 200 |  103.789375ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=whatsapp"
[GIN] 2026/08/14 - 22:54:01 | 200 |  381.599042ms |       127.0.0.1 | POST     "/api/auth/password"
[GIN] 2026/08/14 - 22:54:09 | 200 |     180.744ms |       127.0.0.1 | GET      "/api/bizline/lines/all"
[GIN] 2026/08/14 - 22:54:09 | 200 |  311.971625ms |       127.0.0.1 | GET      "/api/system/users?pageIndex=1&pageSize=10&keyword=&role=&status="
[GIN] 2026/08/14 - 22:54:11 | 200 |  217.561917ms |       127.0.0.1 | GET      "/api/bizline/lines"
[GIN] 2026/08/14 - 22:54:11 | 200 |  228.892583ms |       127.0.0.1 | GET      "/api/bizline/lines/all"
[GIN] 2026/08/14 - 22:54:14 | 200 |  149.335542ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=whatsapp"
[GIN] 2026/08/14 - 22:54:20 | 200 |  204.199125ms |       127.0.0.1 | GET      "/api/bizline/lines"
[GIN] 2026/08/14 - 22:54:20 | 200 |  209.641458ms |       127.0.0.1 | GET      "/api/bizline/lines/all"
[GIN] 2026/08/14 - 22:54:22 | 200 |  227.328375ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=whatsapp"
[GIN] 2026/08/14 - 23:01:15 | 200 |  224.616208ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=whatsapp"
[GIN] 2026/08/14 - 23:02:06 | 200 |  232.141125ms |       127.0.0.1 | GET      "/api/bizline/lines"
[GIN] 2026/08/14 - 23:02:06 | 200 |  178.178708ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=whatsapp"
[GIN] 2026/08/14 - 23:02:16 | 200 |  126.183125ms |       127.0.0.1 | GET      "/api/bizline/lines"
[GIN] 2026/08/14 - 23:02:17 | 200 |    153.5705ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=whatsapp"
[GIN] 2026/08/14 - 23:15:08 | 200 |  388.777458ms |       127.0.0.1 | GET      "/api/bizline/lines/all"
[GIN] 2026/08/14 - 23:15:08 | 200 |  395.094125ms |       127.0.0.1 | GET      "/api/bizline/lines"

2026/08/14 23:15:16 [31;1m/Users/fly/Documents/develop/project/company/universe/server/service/bizline/internal/repository/repository.go:36 [35;1mrecord not found
[0m[33m[30.359ms] [34;1m[rows:0][0m SELECT * FROM `zt_bizline_def` WHERE code = 'xianglong' ORDER BY `zt_bizline_def`.`id` LIMIT 1

2026/08/14 23:15:16 [31;1m/Users/fly/Documents/develop/project/company/universe/server/service/bizline/internal/repository/repository.go:44 [35;1mrecord not found
[0m[33m[45.680ms] [34;1m[rows:0][0m SELECT * FROM `zt_bizline_def` WHERE code = 'xianglong' ORDER BY `zt_bizline_def`.`id` LIMIT 1
[GIN] 2026/08/14 - 23:15:16 | 200 |    321.0995ms |       127.0.0.1 | POST     "/api/bizline/line/save"
[GIN] 2026/08/14 - 23:15:16 | 200 |  176.944291ms |       127.0.0.1 | GET      "/api/bizline/lines/all"
[GIN] 2026/08/14 - 23:15:16 | 200 |  226.043791ms |       127.0.0.1 | GET      "/api/bizline/lines"
[GIN] 2026/08/14 - 23:15:17 | 200 |  204.359291ms |       127.0.0.1 | GET      "/api/bizline/lines/all"
[GIN] 2026/08/14 - 23:15:17 | 200 |  255.415417ms |       127.0.0.1 | GET      "/api/system/users?pageIndex=1&pageSize=10&keyword=&role=&status="
[GIN] 2026/08/14 - 23:15:32 | 200 |  193.412083ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=whatsapp"
[GIN] 2026/08/14 - 23:16:02 | 200 |   243.89875ms |       127.0.0.1 | POST     "/api/delivery/program/save?bizLine=xianglong"
[GIN] 2026/08/14 - 23:16:02 | 200 |  118.331917ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=xianglong"
[GIN] 2026/08/14 - 23:16:05 | 200 |  235.395583ms |       127.0.0.1 | GET      "/api/delivery/program?programId=1"
[GIN] 2026/08/14 - 23:16:05 | 200 |  160.836041ms |       127.0.0.1 | GET      "/api/delivery/program?programId=1"
[GIN] 2026/08/14 - 23:16:06 | 200 |  135.085042ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=1"
[GIN] 2026/08/14 - 23:16:06 | 200 |  269.348916ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=1"
[GIN] 2026/08/14 - 23:16:06 | 200 |  234.134792ms |       127.0.0.1 | GET      "/api/delivery/items?programId=1&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 23:16:11 | 200 |  234.708791ms |       127.0.0.1 | GET      "/api/delivery/program?programId=1"
[GIN] 2026/08/14 - 23:16:11 | 200 |  148.013417ms |       127.0.0.1 | GET      "/api/delivery/program?programId=1"
[GIN] 2026/08/14 - 23:16:11 | 200 |  148.152875ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=1"
[GIN] 2026/08/14 - 23:16:12 | 200 |  270.469083ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=1"
[GIN] 2026/08/14 - 23:16:12 | 200 |  200.866417ms |       127.0.0.1 | GET      "/api/delivery/items?programId=1&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 23:16:24 | 200 |  133.257625ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=xianglong"
[GIN] 2026/08/14 - 23:16:24 | 200 |  153.349334ms |       127.0.0.1 | GET      "/api/delivery/program?programId=1"
[GIN] 2026/08/14 - 23:16:24 | 200 |  191.033583ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=1"
[GIN] 2026/08/14 - 23:16:24 | 200 |  358.156167ms |       127.0.0.1 | GET      "/api/delivery/requirements?pageIndex=1&pageSize=200&programId=1&scope=mine"
[GIN] 2026/08/14 - 23:16:24 | 200 |  241.003208ms |       127.0.0.1 | GET      "/api/delivery/program?programId=1"
[GIN] 2026/08/14 - 23:16:24 | 200 |  386.869584ms |       127.0.0.1 | GET      "/api/delivery/items?programId=1&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 23:16:24 | 200 |  410.240792ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=1"
[GIN] 2026/08/14 - 23:16:24 | 200 |  169.395666ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=1"
[GIN] 2026/08/14 - 23:16:24 | 200 |   604.24275ms |       127.0.0.1 | GET      "/api/delivery/board?programId=1&groupBy=status&phase=requirement"
[GIN] 2026/08/14 - 23:16:24 | 200 |  222.159667ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=1"
[GIN] 2026/08/14 - 23:16:25 | 200 |  333.726375ms |       127.0.0.1 | GET      "/api/delivery/items?programId=1&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 23:16:52 | 200 |  125.698834ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=xianglong"
[GIN] 2026/08/14 - 23:16:52 | 200 |  206.323042ms |       127.0.0.1 | GET      "/api/delivery/program?programId=1"
[GIN] 2026/08/14 - 23:16:52 | 200 |  183.039542ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=1"
[GIN] 2026/08/14 - 23:16:52 | 200 |  193.963083ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=1"
[GIN] 2026/08/14 - 23:16:52 | 200 |  225.573792ms |       127.0.0.1 | GET      "/api/delivery/items?programId=1&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 23:16:52 | 200 |    266.8135ms |       127.0.0.1 | GET      "/api/delivery/requirements?pageIndex=1&pageSize=200&programId=1&scope=mine"
[GIN] 2026/08/14 - 23:16:52 | 200 |  179.839666ms |       127.0.0.1 | GET      "/api/delivery/program?programId=1"
[GIN] 2026/08/14 - 23:16:52 | 200 |  268.675541ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=1"
[GIN] 2026/08/14 - 23:16:52 | 200 |  643.970834ms |       127.0.0.1 | GET      "/api/delivery/board?programId=1&groupBy=status&phase=requirement"
[GIN] 2026/08/14 - 23:16:53 | 200 |  213.485125ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=1"
[GIN] 2026/08/14 - 23:16:53 | 200 |  349.267709ms |       127.0.0.1 | GET      "/api/delivery/items?programId=1&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 23:16:57 | 200 |  196.973959ms |       127.0.0.1 | GET      "/api/delivery/program?programId=1"
[GIN] 2026/08/14 - 23:16:57 | 200 |   165.38525ms |       127.0.0.1 | GET      "/api/delivery/program?programId=1"
[GIN] 2026/08/14 - 23:16:57 | 200 |    145.6535ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=xianglong"
[GIN] 2026/08/14 - 23:16:57 | 200 |   288.56025ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=1"
[GIN] 2026/08/14 - 23:16:57 | 200 |  222.863458ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=1"
[GIN] 2026/08/14 - 23:16:57 | 200 |  230.107792ms |       127.0.0.1 | GET      "/api/delivery/requirements?pageIndex=1&pageSize=200&programId=1&scope=mine"
[GIN] 2026/08/14 - 23:16:57 | 200 |  263.517875ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=1"
[GIN] 2026/08/14 - 23:16:57 | 200 |  300.848708ms |       127.0.0.1 | GET      "/api/delivery/items?programId=1&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 23:16:57 | 200 |  390.180458ms |       127.0.0.1 | GET      "/api/delivery/board?programId=1&groupBy=status&phase=requirement"
[GIN] 2026/08/14 - 23:16:57 | 200 |   223.40525ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=1"
[GIN] 2026/08/14 - 23:16:58 | 200 |  331.984583ms |       127.0.0.1 | GET      "/api/delivery/items?programId=1&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 23:18:53 | 200 |  156.578042ms |       127.0.0.1 | GET      "/api/bizline/lines"
[GIN] 2026/08/14 - 23:18:53 | 200 |  176.685583ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=whatsapp"
[GIN] 2026/08/14 - 23:18:53 | 200 |  148.614791ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=xianglong"
[GIN] 2026/08/14 - 23:18:53 | 200 |   229.30925ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=1"
[GIN] 2026/08/14 - 23:18:53 | 200 |  259.516708ms |       127.0.0.1 | GET      "/api/delivery/program?programId=1"
[GIN] 2026/08/14 - 23:18:53 | 200 |  269.042791ms |       127.0.0.1 | GET      "/api/delivery/requirements?pageIndex=1&pageSize=200&programId=1&scope=mine"
[GIN] 2026/08/14 - 23:18:53 | 200 |  283.984125ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=1"
[GIN] 2026/08/14 - 23:18:53 | 200 |  343.130125ms |       127.0.0.1 | GET      "/api/delivery/items?programId=1&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 23:18:53 | 200 |  185.342167ms |       127.0.0.1 | GET      "/api/delivery/program?programId=1"
[GIN] 2026/08/14 - 23:18:53 | 200 |     519.127ms |       127.0.0.1 | GET      "/api/delivery/board?programId=1&groupBy=status&phase=requirement"
[GIN] 2026/08/14 - 23:18:53 | 200 |  253.391792ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=1"
[GIN] 2026/08/14 - 23:18:54 | 200 |  220.151292ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=1"
[GIN] 2026/08/14 - 23:18:54 | 200 |    336.2615ms |       127.0.0.1 | GET      "/api/delivery/items?programId=1&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 23:19:38 | 200 |      28.792µs |       127.0.0.1 | GET      "/api/bizline/lines"
[GIN] 2026/08/14 - 23:19:45 | 200 |          30µs |       127.0.0.1 | GET      "/api/bizline/lines"
[GIN] 2026/08/14 - 23:19:47 | 200 |      55.375µs |       127.0.0.1 | GET      "/api/bizline/lines"
[GIN] 2026/08/14 - 23:20:14 | 200 |      25.083µs |       127.0.0.1 | GET      "/api/bizline/lines"
[GIN] 2026/08/14 - 23:20:14 | 200 |      20.083µs |       127.0.0.1 | GET      "/api/bizline/lines"
[GIN] 2026/08/14 - 23:20:20 | 200 |      36.541µs |       127.0.0.1 | GET      "/api/bizline/lines"
[GIN] 2026/08/14 - 23:20:20 | 200 |      37.166µs |       127.0.0.1 | GET      "/api/bizline/lines"
[GIN] 2026/08/14 - 23:20:41 | 200 |     678.625µs |       127.0.0.1 | GET      "/api/bizline/lines"
[GIN] 2026/08/14 - 23:20:42 | 200 |      60.208µs |       127.0.0.1 | GET      "/api/bizline/lines"
2026/08/14 23:24:20 web-api listening on :8691
[GIN] 2026/08/14 - 23:24:21 | 200 |        86.5µs |       127.0.0.1 | GET      "/healthz"
[GIN] 2026/08/14 - 23:24:34 | 200 |  258.752958ms |       127.0.0.1 | GET      "/api/bizline/lines"
[GIN] 2026/08/14 - 23:24:34 | 200 |  321.431458ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=whatsapp"
[GIN] 2026/08/14 - 23:24:34 | 200 |  117.749666ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=xianglong"
[GIN] 2026/08/14 - 23:24:34 | 200 |  302.893417ms |       127.0.0.1 | GET      "/api/delivery/program?programId=1"
[GIN] 2026/08/14 - 23:24:34 | 200 |     366.155ms |       127.0.0.1 | GET      "/api/delivery/items?programId=1&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 23:24:34 | 200 |  402.524291ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=1"
[GIN] 2026/08/14 - 23:24:35 | 200 |  434.818583ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=1"
[GIN] 2026/08/14 - 23:24:35 | 200 |  150.003542ms |       127.0.0.1 | GET      "/api/delivery/program?programId=1"
[GIN] 2026/08/14 - 23:24:35 | 200 |  542.476875ms |       127.0.0.1 | GET      "/api/delivery/requirements?pageIndex=1&pageSize=200&programId=1&scope=mine"
[GIN] 2026/08/14 - 23:24:35 | 200 |  586.521958ms |       127.0.0.1 | GET      "/api/delivery/board?programId=1&groupBy=status&phase=requirement"
[GIN] 2026/08/14 - 23:24:35 | 200 |  285.933375ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=1"
[GIN] 2026/08/14 - 23:24:35 | 200 |  187.090792ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=1"
[GIN] 2026/08/14 - 23:24:35 | 200 |   368.08575ms |       127.0.0.1 | GET      "/api/delivery/items?programId=1&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 23:24:36 | 200 |  118.278667ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=xianglong"
[GIN] 2026/08/14 - 23:25:36 | 200 |  148.643667ms |       127.0.0.1 | POST     "/api/delivery/program/save?bizLine=xianglong"
[GIN] 2026/08/14 - 23:25:37 | 200 |  207.290917ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=xianglong"
[GIN] 2026/08/14 - 23:25:59 | 200 |   148.75575ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 23:25:59 | 200 |  294.542125ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 23:25:59 | 200 |  140.774416ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 23:26:00 | 200 |  310.315958ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 23:26:00 | 200 |  203.636625ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 23:26:07 | 200 |  297.021625ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 23:26:07 | 200 |  163.974625ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 23:26:07 | 200 |   156.28675ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 23:26:08 | 200 |  328.263541ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 23:26:08 | 200 |  359.076667ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 23:26:12 | 200 |  143.623167ms |       127.0.0.1 | GET      "/api/delivery/program?programId=1"
[GIN] 2026/08/14 - 23:26:12 | 200 |  292.455125ms |       127.0.0.1 | GET      "/api/delivery/program?programId=1"
[GIN] 2026/08/14 - 23:26:13 | 200 |   145.71625ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=1"
[GIN] 2026/08/14 - 23:26:13 | 200 |  315.071041ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=1"
[GIN] 2026/08/14 - 23:26:13 | 200 |  217.668417ms |       127.0.0.1 | GET      "/api/delivery/items?programId=1&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 23:26:22 | 200 |  204.972334ms |       127.0.0.1 | GET      "/api/delivery/programs?bizLine=xianglong"
